"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9HZPJRFK","journalArticle","2014","Sahu, Anurag Kumar; Nehra, Chitra; Gaur, R. K.","Molecular diversity of monopartite begomovirus coat protein and betasatellite associated with different crop species in India","","","1876-7184","10.1007/s12600-014-0418-1","","The diversity of begomovirus and associated betasatellite complexes was analyzed from infected leaf samples of radish, tomato, chili, torai (ridge gourd), cotton, spinach, citrus and guar bean collected from different geographical regions of northern India. Leaves showing the characteristic begomovirus symptoms were used for cloning and sequencing for further characterization of the begomovirus complexes. In the present study, coat protein (CP) was amplified from eight different infected crop samples and betasatellites from only six. Our results showed significant diversity of CP and betasatellites of monopartite begomovirus in different crops in northern India. Phylogenetic analysis of CP and betasatellites test sequences exhibit a close relationship to diverse crops infecting begomovirus complexes. This strengthens the increase of host range of begomovirus in India.","2014-06","2017-04-11 11:54:18","2017-04-11 11:54:18","","81–85","","1","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HH58CCIS","journalArticle","2014","Gharsallah, Charfeddine; Halima, Amina Ben; Fakhfakh, Hatem; Gorsane, Faten","Insights into the genetic diversity and the phylogenetic analysis of Tunisian isolates of Tomato chlorosis virus","","","1876-7184","10.1007/s12600-014-0423-4","","A one-step RT-PCR was used to identify Tomato chlorosis virus (ToCV) (Crinivirus members) infections on some Tunisian cultures. Results provided evidence that the ToCV is the most prevalent virus on Tunisian tomato crops. Findings were validated with specific primers. Genetic analysis of ToCV isolates was explored based on sequence data of viral segments within the coat protein (CP), the heat shock protein (HSP70h) and the polymerase protein (RdRp). Synonymous (dS) and non-synonymous (dN) substitution rates and their ratio were analyzed. The patterns of mutations were shaped depending on the considered fragment from the three viral regions. Selective neutrality test was significantly negative, suggesting a recent expansion of ToCV isolates. Pairwise mismatch distribution gave a bimodal pattern and pointed to the clustering of ToCV isolates into two distinct geographical clades. Genetic haplotype network provided evidence of the existence of two distinct clusters. The star-like shaped pattern confirmed recent expansion of ToCV isolates.","2014-06","2017-04-11 11:54:18","2017-04-11 11:54:18","","87–96","","1","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5VCZZNP","journalArticle","2014","Ramdial, Hema; Rampersad, Sephra N.","Characterization of Colletotrichum spp. causing anthracnose of bell pepper (Capsicum annuum L.) in Trinidad","","","1876-7184","10.1007/s12600-014-0428-z","","Anthracnose fruit rot of pepper (Capsicum spp.) is an economically important disease in many countries worldwide. This study was conducted to identify and characterize the pathogens responsible for anthracnose disease in bell peppers (C. annuum L.) in Trinidad. Seventy-two percent of all isolates were Colletotrichum truncatum and 28% were C. gloeosporioides. Growth rate and conidia dimensions were reliable morphological markers that allowed differentiation between C. gloeosporioides and C. truncatum isolates. Benomyl sensitivity testing also distinguished between isolates of C. gloeosporioides and C. truncatum. C. truncatum was resistant to benomyl at all concentrations tested while C. gloeosporioides sensu lato was sensitive to concentrations above 0.1 μg ml-1 . Pathogenicity tests demonstrated different levels of resistance to anthracnose in various Capsicum genotypes. C. gloeosporioides sensu lato isolates caused significantly greater damage than C. truncatum isolates regardless of pepper cultivar. PCR with taxon- and species-specific primers produced amplicons of expected band sizes for all Colletotrichum species and only for C. gloeosporioides, respectively. Molecular analysis of ITS and β-tubulin sequences positioned C. gloeosporioides sensu lato and C. truncatum isolates from bell pepper into separate species-specific clusters.","2014-07","2017-04-11 11:54:18","2017-04-11 11:54:18","","37–49","","1","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XJWM5XM","journalArticle","2015","Santos, Rafaela Cristina dos; Peñaflor, Maria Fernanda Gomes Villalba; Sanches, Patrícia Alessandra; Nardi, Cristiane; Bento, José Mauricio Simões","The effects of Gibberella zeae, Barley Yellow Dwarf Virus, and co-infection on Rhopalosiphum padi olfactory preference and performance","","","1876-7184","10.1007/s12600-015-0493-y","","Insect-borne viruses promote several changes in plant phenotype, which can modify plant-vector interactions in favor of virus survival and dissemination. Although co-infections commonly occur in the field, little is known about their effects on interactions with the vector. The ecological interactions between Barley Yellow Dwarf Virus (BYDV) and its aphid vector, Rhopalosiphum padi, have been investigated extensively, but the vector's behavior in more complex scenarios has yet to be examined. We assessed olfactory response and performance of R. padi to wheat singly and doubly infected by the pathogenic fungus Giberella zeae and BYDV. Non-viruliferous aphids preferred odors of BYDV-infected wheat over healthy wheat, as previously reported in the literature, and they were still preferentially attracted to BYDV-infected plant during co-infection. However, around 35% more non-viruliferous aphids chose healthy wheat over G. zeae-infected wheat. Viruliferous aphids did not show any preference to the treatments. BYDV-infected wheat was a superior host than healthy wheat for the aphids whose population increased in 25%. We observed a synergistic effect of the co-infected wheat, which was the best host for aphids, and promoted an elevation of 42% on population growth. Our results indicate that co-infection might be beneficial for virus spread as does not interfere with aphid olfactory preference and provides greater colony growth than in singly infected plants.","2015-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","47–54","","1","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZK88WT9","journalArticle","2016","Lopez-Reyes, Jorge Giovanny; Gilardi, Giovanna; Garibaldi, Angelo; Gullino, Maria Lodovica","In vivo evaluation of essential oils and biocontrol agents combined with heat treatments on basil cv Genovese Gigante seeds against Fusarium oxysporum f. sp. basilici","","","1876-7184","10.1007/s12600-016-0504-7","","Seed treatments with essential oils (from savory and thyme) and biocontrol agents (Pseudomonas spp. and Fusarium oxysporum) have been evaluated in vivo after dry hot air treatments against Fusarium oxysporum f. sp. basilici on basil seeds. The savory and thyme essential oils showed a significant pathogen control activity because of their innate antifungal activity and because of the seed application method, but the dry hot pre-treatment did not show any obvious effect on the performance of the essential oil treatments. The dry heat treatment improved the Pseudomonas seed dressing effect against F.oxysporum f. sp. basilici, and showed important reductions in plant infection and the disease index on the treated seed plants, without any negative effect on seed germination. However, the pathogen control provided by the heat treatments combined with the application of the biocontrol agents never reached the same performance as the chemical treatments considered as the reference. Thus, short dry heat treatments on basil seeds have been shown to be a valid but complementary seed disinfection method against Fusarium wilt.","2016-01","2017-04-11 11:54:18","2017-04-11 11:54:18","","35–45","","1","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9R4FX6KA","journalArticle","2012","Bareja, Meenu; Mawar, Ritu; Mathur, Manish; Lodha, Satish","On –farm waste-based composts in managing Macrophomina phaseolina induced dry root rot of guar in an arid environment","","","1448-6032","10.1007/s13313-012-0157-z","","In a 2-year field experiment, the efficacy of five composts prepared from on-farm wastes lresidues of Calotropis procera (Willd) Dryland, Prosopis juliflora (Swartz) DC, Azadirachta indica A. Juss, Acacia nilotica (Linn) Willd ex. Del. and on-farm weeds on severity of dry root rot caused by Macrophomina phaseolina in relation to microbial population dynamics, microbial activity and on seed yield of guar was ascertained. In general, during crop growth compost amended plots retained 16 % higher soil moisture than non-amended plots. Populations of total fungi, bacteria and actinomycetes increased in the amended plots during the crop season. The maximum population of total fungi, actinomycetes and bacteria were recorded in A. nilotica, P. juliflora and weeds compost-amended treatments, respectively. Microbial activity was also 26.1 % higher in amended compared to non-amended plots. Amendment of soil with composts resulted in increases in the concentration of micronutrients and significant reduction in plant mortality due to dry root rot. Beneficial effects of composts were also discernible in yield promotion where 40 % increase in the seed yield was recorded in P. juliflora compost-amended plots. These results suggests that in arid regions of India, certain on-farm wastes can be effectively utilized for managing Macrophomina induced diseases besides enhancing crop productivity.","2012-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","9–16","","1","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNBHP4XW","journalArticle","2012","Elith, J.; Simpson, J.; Hirsch, M.; Burgman, M. A.","Taxonomic uncertainty and decision making for biosecurity: spatial models for myrtle/guava rust","","","1448-6032","10.1007/s13313-012-0178-7","","The causal agent of myrtle rust, initially described as Uredo rangelii, was recorded in Australia for the first time in 2010. Much of the monitoring effort in Australia and elsewhere is driven by existing understanding of Puccinia psidii sensu lato (guava rust), because U. rangelii is part of the guava rust complex. Bioclimatic analyses for guava rust in Australia indicate highest risk along the eastern coast, from northern Queensland to the south coast of NSW. These analyses rely on native and invaded range records for Puccinia psidii sensu lato. However, models that are instead fitted to records representing U. rangelii emphasise different risk areas, with less focus on northern coastal Queensland and new predictions into NSW tablelands and north-eastern Victoria. These differences have important implications for biosecurity containment and monitoring efforts. Here we use this example as a case study to explore the implications of taxonomic uncertainty for predictions of the potential distribution of a species of biosecurity concern in Australia. The important message is that the different patterns implied by different taxonomic assumptions may have very different management implications and taxonomic uncertainty should be evaluated alongside other sources of uncertainty. We could find no published example where taxonomic uncertainty was evaluated in biosecurity planning, despite the fact that taxonomic uncertainties are common. We outline how to model such uncertainties and discuss methods for exploring them and their impacts on predicted distributions.","2012-12","2017-04-11 11:54:18","2017-04-11 11:54:18","","43–51","","1","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESWPBSMQ","journalArticle","2013","Billones-Baaijens, R.; Jones, E. E.; Ridgway, H. J.; Jaspers, M. V.","Susceptiblity of common rootstock and scion varieties of grapevines to Botryosphaeriaceae species","","","1448-6032","10.1007/s13313-013-0228-9","","This study investigated the susceptibility of the most common rootstock and scion varieties used in New Zealand grapevine nurseries and vineyards to Botryosphaeriaceae species. A total of six rootstocks and six scion varieties were inoculated with mycelium of three isolates each of the most common Botryosphaeriaceae species (Neofusicoccum luteum, N. parvum and N. australe) recovered from New Zealand grapevine nurseries. Overall results showed that all isolates produced necrotic lesions on all varieties but susceptibility varied significantly (Pþinspace<þinspace0.001) with 5C and SO4 being the most susceptible of the rootstock varieties, and Merlot and Pinot noir being the most susceptible of the scions. Pathogenicity also varied significantly (Pþinspace<þinspace0.001) between species with N. parvum being the most virulent among three species tested. This study has further shown that different isolates of the three species have different levels of virulence providing evidence that these pathogens are genetically diverse. These results have significant implications for the New Zealand grapevine industry as the use of resistant varieties is not a possible option at present since none of the common varieties are resistant to these pathogens.","2013-05","2017-04-11 11:54:18","2017-04-11 11:54:18","","25–31","","1","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DETPWHA","journalArticle","2013","Luo, Hong-chun; Chen, Guo-kang; Liu, Cui-ping; Huang, Yun; Xiao, Chong-gang","An improved culture solution technique for Plasmodiophora brassicae infection and the dynamic infection in the root hair","","","1448-6032","10.1007/s13313-013-0240-0","","We developed an improved solution culture technique that enabled clear and comprehensive observation of dynamic root hair infection by Plasmodiophora brassicae. Brassica oleracea seedlings were sown directly into 10 mL centrifuge tubes containing half-strength Hoagland nutrient solution. Seedlings were fastened in 1 cm thick foam in the tube top and tubes were wrapped with black tape to block light and prevent algal growth. Maximal root hair infection was observed under conditions of pH 5.5, temperature of 20 to 25 °C, and an inoculation concentration of 1þinspace×þinspace107 spores/mL. Infection efficiency was obviously higher in fresh nutrient. Under optimum infection conditions, plasmodia were found in the root hair 4 days after inoculation (DAI), with some undergoing cleavage and developing into round zoosporangia 3 days later. At ten DAI, the number of root hairs containing zoosporangia per root reached 208, and the cytoplasm within the zoosporangia began to cleave and form incipient zoospores. Most zoosporangia released the zoospores and became diaphanous at ten DAI. Root hairs became swollen during the experimental trial and small galls appeared clearly on the root at 20 DAI. In addition, sectioned specimens showed that some cortical cells contained resting spores. We sequentially tested the germination of the resting spores in tubes from 1 to 11 DAI and the temporal dynamics of germination corresponding to the infection. Zoosporangia were found in epidermal cells at the same time as in the root hair.","2013-07","2017-04-11 11:54:18","2017-04-11 11:54:18","","53–60","","1","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZEWPBB3","journalArticle","2015","Miles, Andrew K.; Tan, Yu Pei; Shivas, Roger G.; Drenth, André","Novel Pathotypes of Elsinoë australis Associated with Citrus australasica and Simmondsia chinensis in Australia","","","1983-2052","10.1007/s40858-015-0005-0","","Molecular phylogenetic analysis, morphology and pathogenicity to citrus fruit were used to study two isolates of Elsinoë australis associated with scab-like symptoms on a fruit of Citrus australasica (finger lime) and Simmondsia chinensis (jojoba) in Australia. In addition to being associated with finger lime, the isolate from finger lime could cause scab symptoms on C. × aurantium cv. Murcott tangor in pathogenicity tests, but could not cause scab symptoms on the other orange, mandarin, lemon or grapefruit tested. Pathogenicity tests also support previous studies showing the isolate from jojoba could not produce symptoms on fruit of C. natsudaidai. Based on the findings of this study, two novel pathotypes of E. australis are designated from Australia; namely the Finger Lime (FL) pathotype associated with finger lime, and the Jojoba Black Scab (JBS) pathotype associated with black scab of jojoba. The significance of these novel E. australis pathotypes on market access and biosecurity issues for citrus are briefly discussed.","2015-02","2017-04-11 11:54:18","2017-04-11 11:54:18","","26–34","","1","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MW4AA22","journalArticle","2015","Machado, Andressa C. Z.; Siqueira, Kércya M. S.; Ferraz, Luiz Carlos C. B.; Inomoto, Mário M.; Bessi, Rosana; Harakava, Ricardo; Oliveira, Cláudio M. G.","Characterization of Brazilian populations of Pratylenchus brachyurus using morphological and molecular analyses","","","1983-2052","10.1007/s40858-015-0013-0","","In Brazil, Pratylenchus brachyurus damages economic important crops and it is managed with non-chemical methods such as crop rotation or resistant cultivars. However, the variability in reproduction and damaging effects observed among P. brachyurus populations could limit the efficacy and long lasting effect of nematode control practices. Twelve populations of P. brachyurus from different geographical areas of Brazil were analyzed morphologically and molecularly. The morphological and morphometric characters of the populations studied were variable, but fitted those of P. brachyurus. Assemblages of populations with different host preferences and reproductive capabilities were revealed by PCA of these populations using selected morphological characters. Phylogenetic analysis using ITS-rDNA sequences distinguished statistically supported groups of sequences that matched those of other populations of P. brachyurus deposited in the GenBank, confirming the identity of populations here studied. Intraspecific sequence diversity was observed among the populations. These variant sequences suggest the presence of microheterogeneity between ITS-1 copies in individuals. The findings of this study did not provide evidence of cryptic species in the P. brachyurus populations studied. The variability within and among populations of P. brachyurus observed in this work must be taken into consideration in breeding programs for resistance to this nematode.","2015-04","2017-04-11 11:54:18","2017-04-11 11:54:18","","102–110","","2","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGGPMKIP","journalArticle","2015","Gao, Jin-Xin; Liu, Tong; Chen, Jie; Li, Ya-Qian","Identification of proteins associated with the production of methyl 5-(hydroxymethyl) furan-2-carboxylate toxin in Curvularia lunata","","","1983-2052","10.1007/s40858-015-0015-y","","Curvularia lunata produces a non-host specific toxin known as methyl 5-(hydroxymethyl) furan-2-carboxylate (M5HF2C), a determinant of high virulence to maize. We constructed mutants through Agrobacterium tumefaciens-mediated transformation and found that mutant T806 showed a significant decline in pathogenicity on maize leaves and produced no detectable M5HF2C. Although the tagged gene (Clt-1) has been cloned and demonstrated to be closely association with M5HF2C production and pathogenicity, we expected hypothesized that other proteins might also be related to toxin production. Therefore we used two-dimensional gel electrophoresis to profile T806, and found that there were two up-regulated and six missing proteins in T806 compared to C. lunata wild-type CX-3. These results indicated that these proteins were associated with signal transduction, protein synthesis, secondary metabolism and pathogenicity. Real-time quantitative PCR analysis of five selected genes showed a correlation between low gene expression and detection of the corresponding proteins. Of these, dihydropteroate (DHFA) synthase may be more likely involved in M5HF2C biosynthesis. Bioinformatics analysis showed that DHFA synthase consists of 469 amino acids, which is clustered into one branch with dothideomycete DHFA synthase homolologs in a phylogenetic tree. Further study on the exact role of the DHFA synthase gene is underway.","2015-04","2017-04-11 11:54:18","2017-04-11 11:54:18","","119–126","","2","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MPESBSP","journalArticle","2015","Fonseca, Natália R.; Oliveira, Leonardo S. S.; Guimarães, Lúcio M. S.; Teixeira, Ramon U.; Lopes, Carlos A.; Alfenas, Acelino C.","An efficient inoculation method of Ralstonia solanacearum to test wilt resistance in Eucalyptus spp.","","","1983-2052","10.1007/s40858-015-0056-2","","The variation in disease incidence of bacterial wilt caused by Ralstonia solanacearum among eucalypt clones (Eucalyptus spp.) in the field indicates that the disease may be controlled by planting resistant material. However, efficient inoculation methods for bacterial wilt on eucalypt are scarce and have low replicability. In this work, we developed an effective protocol for inoculation of R. solanacearum, which was subsequently validated on different eucalypt clones. Three methods were tested: (i) soil infestation with bacterial cell suspension; (ii) immersion of wounded roots in the bacterial cell suspension; and (iii) injection of bacterial cell suspension in the base of the stem. The injection method proved to be the most efficient for inoculating eucalypt with R. solanacearum. Differentiation between resistant and susceptible clones was observed 30 days after inoculation in independent assays. Base stem inoculation of 21 eucalypt clones showed that four clones, classified as resistant, did not exhibit wilt symptoms or bacterial ooze at the end of the experiment. Although no wilting symptoms were observed, four other clones were considered susceptible because at least one plant showed bacterial ooze from the inoculated tissue. The remaining 13 clones were highly susceptible, presenting typical wilt symptoms and bacterial ooze.","2015-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","42–47","","1","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJNJFII6","journalArticle","2012","Wang, D.-D.; Cheng, X.-Y.; Wang, Y.-S.; Pan, H.-Y.; Xie, B.-Y.","Characterization and expression ofdaf-9anddaf-12genes in the pinewood nematode,Bursaphelenchus xylophilus","","","1439-0329","10.1111/efp.12011","","","2012-11","2017-04-11 11:54:18","2017-04-11 11:54:18","","144–152","","2","43","","","","","","","","","","","","","","","","","","","","","","","Belbahri, L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRBSS6MR","journalArticle","2013","Roux, J.; Solheim, H.; Nkuekam, G. Kamgan; Wingfield, M. J.","Sporendocladia bactrospora associated with wounds on native broadleaved trees in Norway and Sweden","","","1439-0329","10.1111/efp.12076","","","2013-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","124–130","","2","44","","","","","","","","","","","","","","","","","","","","","","","Sturrock, R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8I4FIZ4","journalArticle","2013","Gherghel, F.; Fussi, B.; Donges, K.; Haustein, M.; Jakob, K. M.; Müller, K.; Piškur, B.; Hauptman, T.; Lenz, H. D.; Konnert, M.; Kost, G.; Rexer, K.-H.","The development of a species-specific test to detect Hymenoschyphus pseudoalbidus in ash tissues","","","1439-0329","10.1111/efp.12078","","","2013-12","2017-04-11 11:54:18","2017-04-11 11:54:18","","137–144","","2","44","","","","","","","","","","","","","","","","","","","","","","","Stenlid, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MAD2VWU","journalArticle","2014","Hughes, M. A.; Inch, S. A.; Ploetz, R. C.; Er, H. L.; Bruggen, A. H. C. van; Smith, J. A.","Responses of swamp bay, Persea palustris, and avocado, Persea americana, to various concentrations of the laurel wilt pathogen, Raffaelea lauricola","","","1439-0329","10.1111/efp.12134","","","2014-07","2017-04-11 11:54:18","2017-04-11 11:54:18","","111–119","","2","45","","","","","","","","","","","","","","","","","","","","","","","Roux, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FERMMH48","journalArticle","2015","Jung, T.; Orlikowski, L.; Henricot, B.; Abad-Campos, P.; Aday, A. G.; Casal, O. Aguín; Bakonyi, J.; Cacciola, S. O.; Cech, T.; Chavarriaga, D.; Corcobado, T.; Cravador, A.; Decourcelle, T.; Denton, G.; Diamandis, S.; Doğmuş-Lehtijärvi, H. T.; Franceschini, A.; Ginetti, B.; Green, S.; Glavendekić, M.; Hantula, J.; Hartmann, G.; Herrero, M.; Ivic, D.; Jung, M. Horta; Lilja, A.; Keca, N.; Kramarets, V.; Lyubenova, A.; Machado, H.; Lio, G. Magnano di San; Vázquez, P. J. Mansilla; Marçais, B.; Matsiakh, I.; Milenkovic, I.; Moricca, S.; Nagy, Z. Á; Nechwatal, J.; Olsson, C.; Oszako, T.; Pane, A.; Paplomatas, E. J.; Varela, C. Pintos; Prospero, S.; Martínez, C. Rial; Rigling, D.; Robin, C.; Rytkönen, A.; Sánchez, M. E.; Ros, A. V. Sanz; Scanu, B.; Schlenzig, A.; Schumacher, J.; Slavov, S.; Solla, A.; Sousa, E.; Stenlid, J.; Talgø, V.; Tomic, Z.; Tsopelas, P.; Vannini, A.; Vettraino, A. M.; Wenneker, M.; Woodward, S.; Peréz-Sierra, A.","Widespread Phytophthora infestations in European nurseries put forest, semi-natural and horticultural ecosystems at high risk of Phytophthora diseases","","","1439-0329","10.1111/efp.12239","","","2015-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","134–163","","2","46","","","","","","","","","","","","","","","","","","","","","","","Deprez-Loustau, M.-L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XB2TRBS4","journalArticle","2016","Kim, M.-S.; Hohenlohe, P. A.; Kim, K.-H.; Seo, S.-T.; Klopfenstein, N. B.","Genetic diversity and population structure ofRaffaelea quercus-mongolicae,a fungus associated with oak mortality in South Korea","","","1439-0329","10.1111/efp.12263","","","2016-02","2017-04-11 11:54:18","2017-04-11 11:54:18","","164–167","","2","46","","","","","","","","","","","","","","","","","","","","","","","Hale, M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A73VNH6H","journalArticle","2011","HWANG, SHEAU-FANG; STRELKOV, STEPHEN E.; FENG, JIE; GOSSEN, BRUCE D.; HOWARD, RON J.","Plasmodiophora brassicae: a review of an emerging pathogen of the Canadian canola (Brassica napus) crop","","","1364-3703","10.1111/j.1364-3703.2011.00729.x","","","2011-06","2017-04-11 11:54:18","2017-04-11 11:54:18","","105–113","","2","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USMMC69G","journalArticle","2011","RAYAPURAM, CBGOWDA; JENSEN, MICHAEL K.; MAISER, FABIAN; SHANIR, JOHANNA VIKGREN; HORNSHØJ, HENRIK; RUNG, JESPER H.; GREGERSEN, PER L.; SCHWEIZER, PATRICK; COLLINGE, DAVID B.; LYNGKJAER, MICHAEL F.","Regulation of basal resistance by a powdery mildew-induced cysteine-rich receptor-like protein kinase in barley","","","1364-3703","10.1111/j.1364-3703.2011.00736.x","","","2011-08","2017-04-11 11:54:18","2017-04-11 11:54:18","","135–147","","2","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N56ECXAQ","journalArticle","2012","Pretsch, Klara; Kemen, Ariane; Kemen, Eric; Geiger, Matthias; Mendgen, Kurt; Voegele, Ralf","The rust transferred proteins—a new family of effector proteins exhibiting protease inhibitor function","","","1364-3703","10.1111/j.1364-3703.2012.00832.x","","","2012-09","2017-04-11 11:54:18","2017-04-11 11:54:18","","96–107","","1","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"US3K4NFQ","journalArticle","2012","Wang, Yuna; Dang, Fengfeng; Liu, Zhiqin; Wang, Xu; Eulgem, Thomas; Lai, Yan; Yu, Lu; She, Jianju; Shi, Youliang; Lin, Jinhui; Chen, Chengcong; Guan, Deyi; Qiu, Ailian; He, Shuilin","CaWRKY58, encoding a group I WRKY transcription factor ofCapsicum annuum, negatively regulates resistance toRalstonia solanacearuminfection","","","1364-3703","10.1111/j.1364-3703.2012.00836.x","","","2012-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","131–144","","2","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QEAWT2M","journalArticle","2011","Webber, J. F.; Vettraino, A. M.; Chang, T. T.; Bellgard, S. E.; Brasier, C. M.; Vannini, A.","Isolation of Phytophthora lateralis from Chamaecyparis foliage in Taiwan","","","1439-0329","10.1111/j.1439-0329.2011.00729.x","","","2011-07","2017-04-11 11:54:18","2017-04-11 11:54:18","","136–143","","2","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z57QU7ZF","journalArticle","2012","Zhu, He-Qin; Feng, Zi-Li; Li, Zhi-Fang; Shi, Yong-Qiang; Zhao, Li-Hong; Yang, Jia-Rong","Characterization of Two Fungal Isolates from Cotton and Evaluation of their Potential for Biocontrol of Verticillium Wilt of Cotton","","","1439-0434","10.1111/jph.12027","","","2012-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","70–77","","2","161","","","","","","","","","","","","","","","","","","","","","biological control; Gibellulopsis nigrescens; Verticillium dahliae; weak virulence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXIGXPHS","journalArticle","2012","Morán, Yunior; Chacón, Osmani; Córdoba-Sellés, Maria del Carmen; Domínguez-Larrinaga, Rosario; Herrera, Lidcay; Borrás-Hidalgo, Orlando","Identification and Molecular Characterization of Nocardia sp. as a New Causal Agent of Tobacco False Broomrape","","","1439-0434","10.1111/jph.12029","","","2012-10","2017-04-11 11:54:18","2017-04-11 11:54:18","","86–91","","2","161","","","","","","","","","","","","","","","","","","","","","16S rRNA; Cuba; false broomrape; Nicotiana tabacum; Nocardia; secA1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENGM68SR","journalArticle","2012","Chowdappa, Pallem; Kumar, Nirmal B. J.; Madhura, Shivanna; Kumar, Mohan S. P.; Myers, Kevin L.; Fry, William E.; Squires, Julie N.; Cooke, David E. L.","Emergence of 13_A2 Blue Lineage of Phytophthora infestans was Responsible for Severe Outbreaks of Late Blight on Tomato in South-West India","","","1439-0434","10.1111/jph.12031","","","2012-10","2017-04-11 11:54:19","2017-04-11 11:54:19","","49–58","","1","161","","","","","","","","","","","","","","","","","","","","","13_A2 blue lineage; Late blight; Phytophthora infestans; tomato","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
